Fecha,Volumen Máximo Técnico [GWh],MOI  [GWh],MOS [GWh],Volumen [GWh],Volumen Útil diario [GWh],Capacidad Útil [GWh],Vertimientos [GWh],Volumen Útil diario %,Volumen %
2025-09-09 00:00:00,19993.800000000003,7026.220000000001,7026.220000000001,17312.550000000003,14463.169999999998,17144.45,44.54,"84,36 %","86,59 %"
2025-09-10 00:00:00,19992.910000000003,7051.12,7051.12,17241.2,14391.940000000002,17143.64,36.900000000000006,"83,95 %","86,24 %"
2025-09-11 00:00:00,19973.08,7076.060000000001,7076.060000000001,17212.000000000004,14362.7,17127.14,30.169999999999998,"83,86 %","86,18 %"
2025-09-12 00:00:00,19973.08,7101.0199999999995,7101.0199999999995,17154.429999999997,14305.17,17127.14,20.04,"83,52 %","85,89 %"
2025-09-13 00:00:00,19973.079999999998,7125.910000000001,7125.910000000001,17097.350000000002,14248.09,17127.14,6.1899999999999995,"83,19 %","85,60 %"
2025-09-14 00:00:00,19973.08,7150.860000000001,7150.860000000001,17114.13,14264.869999999999,17127.14,2.96,"83,29 %","85,69 %"
2025-09-15 00:00:00,19973.079999999998,7175.69,7175.69,17068.61,14219.330000000002,17127.14,6.790000000000001,"83,02 %","85,46 %"
2025-09-16 00:00:00,19973.079999999998,7200.649999999999,7200.649999999999,17022.760000000002,14173.509999999998,17127.14,5.68,"82,75 %","85,23 %"
2025-09-17 00:00:00,19973.08,7225.589999999999,7225.589999999999,16990.64,14141.350000000002,17127.14,1.72,"82,57 %","85,07 %"
2025-09-18 00:00:00,19973.08,7250.5,7250.5,17010.949999999997,14161.669999999998,17127.14,4.15,"82,69 %","85,17 %"
2025-09-19 00:00:00,19973.08,7275.449999999999,7275.449999999999,17013.97,14164.700000000003,17127.14,3.23,"82,70 %","85,18 %"
2025-09-20 00:00:00,19973.079999999998,7300.389999999999,7300.389999999999,17041.309999999998,14192.049999999996,17127.14,7.29,"82,86 %","85,32 %"
2025-09-21 00:00:00,19973.079999999998,7325.27,7325.27,17031.540000000005,14182.28,17127.14,13.6,"82,81 %","85,27 %"
2025-09-22 00:00:00,19973.079999999998,7350.179999999999,7350.179999999999,16989.09,14139.84,17127.14,5.22,"82,56 %","85,06 %"
2025-09-23 00:00:00,19973.08,7375.1399999999985,7375.1399999999985,16933.18,14083.930000000002,17127.14,0.5,"82,23 %","84,78 %"
2025-09-24 00:00:00,19973.08,7400.070000000001,7400.070000000001,16878.31,14029.06,17127.14,1.37,"81,91 %","84,51 %"
2025-09-25 00:00:00,19973.08,7424.91,7424.91,16861.740000000005,14012.49,17127.14,6.14,"81,81 %","84,42 %"
2025-09-26 00:00:00,19973.08,7449.920000000001,7449.920000000001,16805.250000000004,13956,17127.14,8.54,"81,48 %","84,14 %"
2025-09-27 00:00:00,19973.08,7474.860000000001,7474.860000000001,16771.82,13922.589999999998,17127.14,8.559999999999999,"81,29 %","83,97 %"
2025-09-28 00:00:00,19973.08,7499.7800000000025,7499.7800000000025,16788.489999999998,13939.219999999998,17127.14,6.02,"81,39 %","84,06 %"
2025-09-29 00:00:00,19973.08,7524.709999999999,7524.709999999999,16768.56,13919.28,17127.14,3.92,"81,27 %","83,96 %"
2025-09-30 00:00:00,19973.08,7549.590000000001,7549.590000000001,16784.86,13935.580000000002,17127.14,5.46,"81,37 %","84,04 %"
2025-10-01 00:00:00,19973.08,7576.469999999999,7576.469999999999,16748.51,13899.199999999999,17127.14,9.53,"81,15 %","83,86 %"
2025-10-02 00:00:00,19973.08,7603.370000000001,7603.370000000001,16744.52,13895.24,17127.14,12.09,"81,13 %","83,84 %"
2025-10-03 00:00:00,19973.08,7630.2300000000005,7630.2300000000005,16750.99,13901.729999999998,17127.14,11.45,"81,17 %","83,87 %"
2025-10-04 00:00:00,19973.080000000005,7657.13,7657.13,16717.150000000005,13867.87,17127.14,10.98,"80,97 %","83,70 %"
2025-10-05 00:00:00,19973.08,7684.000000000001,7684.000000000001,16728.2,13878.919999999996,17127.14,9.99,"81,03 %","83,75 %"
2025-10-06 00:00:00,19973.08,7710.89,7710.89,16729.02,13879.74,17127.14,4.97,"81,04 %","83,76 %"
2025-10-07 00:00:00,19973.08,7737.77,7737.77,16715,13865.73,17127.14,3.59,"80,96 %","83,69 %"
2025-10-08 00:00:00,19969.79,7764.64,7764.64,16742.559999999998,13894.51,17125.06,4.01,"81,14 %","83,84 %"
2025-10-09 00:00:00,19969.790000000005,7791.51,7791.51,16722.499999999996,13874.39,17125.06,5,"81,02 %","83,74 %"
2025-10-10 00:00:00,19969.790000000005,7818.450000000001,7818.450000000001,16764.13,13916.070000000002,17125.06,4.91,"81,26 %","83,95 %"
2025-10-11 00:00:00,19969.79,7845.33,7845.33,16797.370000000003,13949.27,17125.06,3.65,"81,46 %","84,11 %"
2025-10-12 00:00:00,19969.790000000005,7872.17,7872.17,16938.05,14089.959999999997,17125.06,14.8,"82,28 %","84,82 %"
2025-10-13 00:00:00,19969.790000000005,7899.030000000001,7899.030000000001,16968.900000000005,14120.810000000003,17125.06,32.04,"82,46 %","84,97 %"
2025-10-14 00:00:00,19969.790000000005,7925.88,7925.88,16954.62,14106.52,17125.06,26.63,"82,37 %","84,90 %"
2025-10-15 00:00:00,19969.790000000005,7952.81,7952.81,16932.22,14084.12,17125.06,20.659999999999997,"82,24 %","84,79 %"
2025-10-16 00:00:00,19969.790000000005,7979.76,7979.76,16950.280000000002,14102.209999999997,17125.06,20.650000000000002,"82,35 %","84,88 %"
2025-10-17 00:00:00,19969.790000000005,8006.669999999999,8006.669999999999,16989.350000000002,14141.250000000004,17125.06,19.71,"82,58 %","85,08 %"
2025-10-18 00:00:00,19969.790000000005,8033.52,8033.52,17046.969999999998,14198.880000000001,17125.06,24.770000000000003,"82,91 %","85,36 %"
2025-10-19 00:00:00,19969.790000000005,8060.380000000001,8060.380000000001,17104.97,14256.91,17125.06,27.82,"83,25 %","85,65 %"
2025-10-20 00:00:00,19969.790000000005,8087.23,8087.23,17123.83,14275.769999999999,17125.06,26.540000000000003,"83,36 %","85,75 %"
2025-10-21 00:00:00,19969.790000000005,8114.110000000001,8114.110000000001,17138.01,14289.96,17125.06,26.119999999999997,"83,44 %","85,82 %"
2025-10-22 00:00:00,19969.790000000005,8141.050000000001,8141.050000000001,17144.6,14296.529999999999,17125.06,36.84,"83,48 %","85,85 %"
2025-10-23 00:00:00,19969.79,8167.919999999999,8167.919999999999,17135.46,14287.390000000001,17125.06,47.55,"83,43 %","85,81 %"
2025-10-24 00:00:00,19969.79,8194.84,8194.84,17148.63,14300.589999999998,17125.06,54.730000000000004,"83,51 %","85,87 %"
2025-10-25 00:00:00,19969.79,8221.68,8221.68,17165.049999999996,14316.95,17125.06,52.900000000000006,"83,60 %","85,96 %"
2025-10-26 00:00:00,19969.79,8248.59,8248.59,17198.99,14350.949999999999,17125.06,51.28,"83,80 %","86,13 %"
2025-10-27 00:00:00,19969.79,8275.44,8275.44,17253.519999999997,14405.449999999997,17125.06,63.690000000000005,"84,12 %","86,40 %"
2025-10-28 00:00:00,19969.789999999997,8302.35,8302.35,17222.310000000005,14374.220000000001,17125.06,64.99,"83,94 %","86,24 %"
2025-10-29 00:00:00,19969.789999999997,8329.17,8329.17,17211.4,14363.33,17125.06,49.69,"83,87 %","86,19 %"
2025-10-30 00:00:00,19969.789999999997,8356.099999999999,8356.099999999999,17189.210000000003,14341.139999999998,17125.06,38.06999999999999,"83,74 %","86,08 %"
2025-10-31 00:00:00,19969.789999999997,8382.98,8382.98,17191.12,14343.01,17125.06,40.379999999999995,"83,75 %","86,09 %"
2025-11-01 00:00:00,19969.789999999997,8411.310000000001,8411.310000000001,17155.359999999997,14307.29,17125.06,40.29,"83,55 %","85,91 %"
2025-11-02 00:00:00,19969.789999999997,8439.73,8439.73,17144.82,14296.7,17125.06,36.03,"83,48 %","85,85 %"
2025-11-03 00:00:00,19969.789999999997,8468.07,8468.07,17156.53,14308.45,17125.06,35.91,"83,55 %","85,91 %"
2025-11-04 00:00:00,19969.789999999997,8496.4,8496.4,17130.490000000005,14282.429999999998,17125.06,32.31,"83,40 %","85,78 %"
2025-11-05 00:00:00,19969.789999999997,8524.83,8524.83,17114.62,14266.549999999997,17125.06,27.94,"83,31 %","85,70 %"
2025-11-06 00:00:00,19969.789999999997,8553.17,8553.17,17137.18,14289.090000000004,17125.06,27.750000000000004,"83,44 %","85,82 %"
2025-11-07 00:00:00,19969.790000000005,8581.51,8581.51,17098.140000000003,14250.029999999999,17125.06,26.92,"83,21 %","85,62 %"
2025-11-08 00:00:00,19969.790000000005,8609.89,8609.89,17066.469999999998,14218.400000000001,17125.06,12.120000000000001,"83,03 %","85,46 %"
2025-11-09 00:00:00,19969.790000000005,8638.22,8638.22,17077.510000000002,14229.429999999998,17125.06,11.270000000000001,"83,09 %","85,52 %"
2025-11-10 00:00:00,19969.790000000005,8666.62,8666.62,17093.949999999997,14249.19,17125.06,13.86,"83,21 %","85,60 %"
2025-11-11 00:00:00,19969.790000000005,8694.970000000001,8694.970000000001,17076.160000000003,14231.420000000002,17125.06,15.15,"83,10 %","85,51 %"
2025-11-12 00:00:00,19969.790000000005,8723.36,8723.36,17033.58,14185.500000000002,17125.06,11.52,"82,83 %","85,30 %"
2025-11-13 00:00:00,19969.790000000005,8751.7,8751.7,17035.35,14187.3,17125.06,22.47,"82,85 %","85,31 %"
2025-11-14 00:00:00,19969.790000000005,8780.099999999999,8780.099999999999,17129,14280.899999999998,17125.06,49.54,"83,39 %","85,77 %"
2025-11-15 00:00:00,19969.790000000005,8808.380000000001,8808.380000000001,17184.39,14336.35,17125.06,37.300000000000004,"83,72 %","86,05 %"
2025-11-16 00:00:00,19969.790000000005,8836.78,8836.78,17356.11,14508.040000000003,17125.06,61.39000000000001,"84,72 %","86,91 %"
2025-11-17 00:00:00,19969.790000000005,8865.19,8865.19,17520.539999999997,14672.459999999997,17125.06,68.74000000000001,"85,68 %","87,74 %"
2025-11-18 00:00:00,19969.790000000005,8893.54,8893.54,17539.16,14691.090000000004,17125.06,47.03,"85,79 %","87,83 %"
2025-11-19 00:00:00,19969.790000000005,8921.92,8921.92,17565.55,14720.790000000003,17125.06,43.25,"85,96 %","87,96 %"
2025-11-20 00:00:00,19969.790000000005,8950.27,8950.27,17564.329999999998,14719.57,17125.06,53.21,"85,95 %","87,95 %"
2025-11-21 00:00:00,19969.79,8978.67,8978.67,17554.53,14709.760000000002,17125.059999999998,49.36000000000001,"85,90 %","87,91 %"
2025-11-22 00:00:00,19969.79,9006.97,9006.97,17533.84,14689.11,17125.059999999998,37.86,"85,78 %","87,80 %"
2025-11-23 00:00:00,19969.79,9035.330000000002,9035.330000000002,17542.91,14698.170000000002,17125.059999999998,34.13,"85,83 %","87,85 %"
2025-11-24 00:00:00,19969.79,9063.72,9063.72,17527.86,14683.1,17125.059999999998,36.31,"85,74 %","87,77 %"
2025-11-25 00:00:00,19969.790000000005,9092.09,9092.09,17492.56,14647.839999999998,17125.06,40.99,"85,53 %","87,60 %"
2025-11-26 00:00:00,19969.790000000005,9120.470000000001,9120.470000000001,17442.199999999997,14597.47,17125.06,37.97,"85,24 %","87,34 %"
2025-11-27 00:00:00,19969.790000000005,9148.83,9148.83,17396.91,14552.179999999997,17125.06,36.95,"84,98 %","87,12 %"
2025-11-28 00:00:00,19969.790000000005,9177.150000000001,9177.150000000001,17383.7,14538.919999999996,17125.06,35.42000000000001,"84,90 %","87,05 %"
2025-11-29 00:00:00,19969.790000000005,9205.560000000001,9205.560000000001,17411.99,14567.25,17125.06,43.74,"85,06 %","87,19 %"
2025-11-30 00:00:00,19969.790000000005,9233.92,9233.92,17470.25,14625.500000000004,17125.06,38.25,"85,40 %","87,48 %"
2025-12-01 00:00:00,19829.520000000004,9469.96,9469.96,17371.960000000003,14436.029999999999,16893.59,25.19,"85,45 %","87,61 %"
2025-12-02 00:00:00,19829.520000000004,9451.94,9451.94,17398.75,14462.820000000002,16893.590000000004,46.51,"85,61 %","87,74 %"
2025-12-03 00:00:00,19829.520000000004,9433.939999999999,9433.939999999999,17376.350000000002,14440.390000000001,16893.590000000004,41.95,"85,48 %","87,63 %"
2025-12-04 00:00:00,19829.52,9415.859999999999,9415.859999999999,17378.379999999997,14442.44,16893.590000000004,40.40000000000001,"85,49 %","87,64 %"
2025-12-05 00:00:00,19829.52,9397.82,9397.82,17387.129999999997,14451.2,16893.590000000004,48.51,"85,54 %","87,68 %"
2025-12-06 00:00:00,19829.520000000004,9379.78,9379.78,17372.6,14436.640000000001,16893.59,38.220000000000006,"85,46 %","87,61 %"
2025-12-07 00:00:00,19829.520000000004,9361.75,9361.75,17383.519999999997,14447.609999999999,16893.590000000004,30.349999999999998,"85,52 %","87,66 %"
2025-12-08 00:00:00,19829.520000000004,9343.7,9343.7,17398.58,14462.630000000003,16893.590000000004,18.349999999999998,"85,61 %","87,74 %"
2025-12-09 00:00:00,19829.520000000004,9325.7,9325.7,17364.4,14428.46,16893.590000000004,14.08,"85,41 %","87,57 %"
2025-12-10 00:00:00,19829.520000000004,9307.66,9307.66,17314.24,14378.26,16893.590000000004,10.719999999999999,"85,11 %","87,32 %"
2025-12-11 00:00:00,19829.520000000004,9289.67,9289.67,17250.46,14314.519999999999,16893.590000000004,8.42,"84,73 %","86,99 %"
2025-12-12 00:00:00,19829.520000000004,9271.57,9271.57,17215.02,14279.08,16893.590000000004,10.750000000000002,"84,52 %","86,82 %"
2025-12-13 00:00:00,19829.520000000004,9253.56,9253.56,17151.07,14215.14,16893.590000000004,8.620000000000001,"84,15 %","86,49 %"
2025-12-14 00:00:00,19829.520000000004,9235.54,9235.54,17108.27,14172.3,16893.590000000004,7.33,"83,89 %","86,28 %"
2025-12-15 00:00:00,19829.520000000004,9217.560000000001,9217.560000000001,17049.079999999998,14113.149999999998,16893.590000000004,7.43,"83,54 %","85,98 %"
2025-12-16 00:00:00,19829.520000000004,9199.35,9199.35,17025.81,14089.869999999999,16893.590000000004,0.72,"83,40 %","85,86 %"
2025-12-17 00:00:00,19829.520000000004,9181.400000000001,9181.400000000001,17003.84,14067.919999999996,16893.590000000004,0.6799999999999999,"83,27 %","85,75 %"
2025-12-18 00:00:00,19829.520000000004,9163.330000000002,9163.330000000002,16966.78,14030.799999999997,16893.590000000004,3.32,"83,05 %","85,56 %"
2025-12-19 00:00:00,19829.520000000004,9145.35,9145.35,16932.639999999996,13996.69,16893.590000000004,6.33,"82,85 %","85,39 %"
2025-12-20 00:00:00,19829.520000000004,9127.22,9127.22,16922.6,13986.640000000001,16893.590000000004,1.32,"82,79 %","85,34 %"
2025-12-21 00:00:00,19829.520000000004,9109.24,9109.24,16902.56,13966.640000000001,16893.590000000004,4.65,"82,67 %","85,24 %"
2025-12-22 00:00:00,19829.520000000004,9091.19,9091.19,16876.9,13940.939999999999,16893.590000000004,9,"82,52 %","85,11 %"
2025-12-23 00:00:00,19829.520000000004,9073.2,9073.2,16829.23,13893.31,16893.590000000004,7.95,"82,24 %","84,87 %"
2025-12-24 00:00:00,19829.520000000004,9055.14,9055.14,16791.75,13855.820000000002,16893.590000000004,5.18,"82,02 %","84,68 %"
2025-12-25 00:00:00,19829.520000000004,9037.11,9037.11,16788.41,13852.490000000003,16893.590000000004,1.45,"82,00 %","84,66 %"
2025-12-26 00:00:00,19829.52,9019.07,9019.07,16742.31,13806.349999999999,16893.59,0,"81,73 %","84,43 %"
2025-12-27 00:00:00,19829.520000000004,9001.029999999997,9001.029999999997,16705.840000000004,13769.890000000001,16893.59,2.39,"81,51 %","84,25 %"
2025-12-28 00:00:00,19829.520000000004,8982.98,8982.98,16674.350000000002,13738.44,16893.59,7.9,"81,32 %","84,09 %"
2025-12-29 00:00:00,19829.520000000004,8964.97,8964.97,16604.98,13669.019999999999,16893.59,9.01,"80,91 %","83,74 %"
2025-12-30 00:00:00,19829.520000000004,8946.92,8946.92,16542.44,13606.490000000003,16893.59,7.51,"80,54 %","83,42 %"
2025-12-31 00:00:00,19829.520000000004,8928.95,8928.95,16500.469999999998,13564.580000000002,16893.59,2.11,"80,29 %","83,21 %"
2026-01-01 00:00:00,19829.52,8872.929999999998,8872.929999999998,16489.19,13553.269999999999,16893.59,0,"80,23 %","83,15 %"
2026-01-02 00:00:00,19829.52,8817.03,8817.03,16458.57,13522.66,16893.59,0,"80,05 %","83,00 %"
2026-01-03 00:00:00,19829.52,8760.99,8760.99,16443.889999999996,13507.920000000002,16893.59,0,"79,96 %","82,93 %"
2026-01-04 00:00:00,19829.52,8704.92,8704.92,16437.86,13501.93,16893.59,0,"79,92 %","82,90 %"
2026-01-05 00:00:00,19829.520000000004,8649.02,8649.02,16418.95,13483.05,16893.59,1.95,"79,81 %","82,80 %"
2026-01-06 00:00:00,19829.520000000004,8593.02,8593.02,16440.929999999997,13504.990000000002,16893.590000000004,6.6000000000000005,"79,94 %","82,91 %"
2026-01-07 00:00:00,19829.520000000004,8537.04,8537.04,16476.73,13540.780000000002,16893.59,8.03,"80,15 %","83,09 %"
2026-01-08 00:00:00,19843.870000000006,8481.019999999999,8481.019999999999,16444.94,13508.999999999996,16906.54,9.09,"79,90 %","82,87 %"
2026-01-09 00:00:00,19843.870000000006,8425.03,8425.03,16400.160000000003,13464.210000000005,16906.540000000005,10.63,"79,64 %","82,65 %"
2026-01-10 00:00:00,19843.870000000006,8369.06,8369.06,16389.270000000004,13453.329999999998,16906.540000000005,13.11,"79,57 %","82,59 %"
2026-01-11 00:00:00,19843.870000000006,8313.110000000002,8313.110000000002,16416.489999999998,13480.51,16906.540000000005,15.73,"79,74 %","82,73 %"
2026-01-12 00:00:00,19843.870000000006,8257.08,8257.08,16477.859999999997,13541.929999999997,16906.540000000005,35.21,"80,10 %","83,04 %"
2026-01-13 00:00:00,19843.870000000006,8201.019999999999,8201.019999999999,16496.280000000002,13560.310000000001,16906.54,45.46,"80,21 %","83,13 %"
2026-01-14 00:00:00,19843.870000000006,8145.129999999999,8145.129999999999,16517.06,13579.7,16906.54,43.52,"80,32 %","83,24 %"
2026-01-15 00:00:00,19843.870000000006,8089.1,8089.1,16514.11,13578.120000000003,16906.54,35.17999999999999,"80,31 %","83,22 %"
2026-01-16 00:00:00,19843.870000000006,8033.170000000002,8033.170000000002,16496.17,13560.24,16906.54,32.96,"80,21 %","83,13 %"
2026-01-17 00:00:00,19843.870000000006,7977.099999999999,7977.099999999999,16467.29,13531.329999999998,16906.54,26.540000000000003,"80,04 %","82,98 %"
2026-01-18 00:00:00,19843.870000000006,7921.1900000000005,7921.1900000000005,16436.46,13500.53,16906.54,23.270000000000003,"79,85 %","82,83 %"
2026-01-19 00:00:00,19843.870000000006,7865.160000000002,7865.160000000002,16366.060000000003,13430.100000000002,16906.540000000005,19.25,"79,44 %","82,47 %"
2026-01-20 00:00:00,19843.870000000006,7809.129999999999,7809.129999999999,16290.319999999998,13354.419999999998,16906.540000000005,19.4,"78,99 %","82,09 %"
2026-01-21 00:00:00,19843.870000000006,7753.1900000000005,7753.1900000000005,16210.370000000003,13274.380000000001,16906.540000000005,16.599999999999998,"78,52 %","81,69 %"
2026-01-22 00:00:00,19843.870000000006,7697.19,7697.19,16129.4,13193.45,16906.540000000005,12.59,"78,04 %","81,28 %"
2026-01-23 00:00:00,19843.870000000006,7641.240000000001,7641.240000000001,16058.319999999998,13122.39,16906.540000000005,13.76,"77,62 %","80,92 %"
2026-01-24 00:00:00,19843.870000000006,7585.22,7585.22,16014.649999999998,13078.7,16906.540000000005,14.26,"77,36 %","80,70 %"
2026-01-25 00:00:00,19843.870000000006,7529.209999999999,7529.209999999999,15960.35,13024.380000000001,16906.54,10.9,"77,04 %","80,43 %"
2026-01-26 00:00:00,19843.870000000006,7473.1900000000005,7473.1900000000005,15919.750000000002,12983.819999999996,16906.54,11.87,"76,80 %","80,23 %"
2026-01-27 00:00:00,19843.870000000006,7417.300000000001,7417.300000000001,15894.58,12958.620000000003,16906.54,15.88,"76,65 %","80,10 %"
2026-01-28 00:00:00,19843.870000000006,7361.270000000001,7361.270000000001,15872.2,12936.250000000002,16906.540000000005,21.610000000000003,"76,52 %","79,99 %"
2026-01-29 00:00:00,19843.870000000006,7305.21,7305.21,15870.769999999999,12934.839999999998,16906.540000000005,20.26,"76,51 %","79,98 %"
2026-01-30 00:00:00,19843.870000000006,7249.299999999999,7249.299999999999,15842.119999999997,12904.789999999999,16906.54,25.23,"76,33 %","79,83 %"
2026-01-31 00:00:00,19843.870000000006,7193.3,7193.3,15843.480000000001,12907.5,16906.540000000005,23.080000000000002,"76,35 %","79,84 %"
2026-02-01 00:00:00,19843.870000000006,7120.670000000001,7120.670000000001,15927.08,12991.119999999999,16906.54,30.74,"76,84 %","80,26 %"
2026-02-02 00:00:00,19843.870000000006,7048.14,7048.14,16021.410000000002,13084.050000000001,16906.54,58.82,"77,39 %","80,74 %"
2026-02-03 00:00:00,19843.870000000006,6975.539999999999,6975.539999999999,16006.68,13069.339999999998,16906.539999999997,71.42,"77,30 %","80,66 %"
2026-02-04 00:00:00,19829.520000000004,6903.08,6903.08,15959.25,13023.300000000001,16893.589999999997,70.93,"77,09 %","80,48 %"
2026-02-05 00:00:00,19829.520000000004,6830.45,6830.45,15884.56,12948.639999999998,16893.589999999997,69.30000000000001,"76,65 %","80,11 %"
2026-02-06 00:00:00,19829.520000000004,6757.900000000001,6757.900000000001,15898.080000000002,12962.11,16893.589999999997,53.63,"76,73 %","80,17 %"
2026-02-07 00:00:00,19829.520000000004,6685.27,6685.27,15887.96,12952.009999999998,16893.589999999997,48.11,"76,67 %","80,12 %"
2026-02-08 00:00:00,19829.52,6612.77,6612.77,15874.619999999999,12938.660000000002,16893.589999999997,50.64,"76,59 %","80,06 %"
2026-02-09 00:00:00,19829.52,6540.200000000001,6540.200000000001,15824.91,12888.970000000001,16893.589999999997,50.58,"76,30 %","79,80 %"
2026-02-10 00:00:00,19829.52,6467.640000000001,6467.640000000001,15753.919999999998,12818.01,16893.589999999997,48.06,"75,87 %","79,45 %"
2026-02-11 00:00:00,19829.52,6395.029999999999,6395.029999999999,15671.94,12735.96,16893.589999999997,46.6,"75,39 %","79,03 %"
2026-02-12 00:00:00,19829.52,6322.54,6322.54,15597.100000000004,12661.169999999996,16893.589999999997,33.06,"74,95 %","78,66 %"
2026-02-13 00:00:00,19829.52,6249.94,6249.94,15528.19,12592.229999999998,16893.589999999997,28.75,"74,54 %","78,31 %"
2026-02-14 00:00:00,19829.52,6177.329999999999,6177.329999999999,15475.120000000003,12539.22,16893.589999999997,32.19,"74,22 %","78,04 %"
2026-02-15 00:00:00,19829.52,6104.779999999999,6104.779999999999,15461.7,12525.779999999999,16893.589999999997,34.83,"74,15 %","77,97 %"
2026-02-16 00:00:00,19829.520000000004,6032.27,6032.27,15439.840000000004,12503.889999999998,16893.59,42.129999999999995,"74,02 %","77,86 %"
2026-02-17 00:00:00,19829.520000000004,5959.71,5959.71,15412.909999999998,12477,16893.59,42.199999999999996,"73,86 %","77,73 %"
2026-02-18 00:00:00,19829.520000000004,5887.109999999999,5887.109999999999,15450.729999999998,12514.789999999999,16893.59,33.82,"74,08 %","77,92 %"
2026-02-19 00:00:00,19829.520000000004,5814.540000000001,5814.540000000001,15417.879999999996,12481.9,16893.59,34.15,"73,89 %","77,75 %"
2026-02-20 00:00:00,19829.520000000004,5742.040000000001,5742.040000000001,15400.459999999997,12464.55,16893.59,34.7,"73,78 %","77,66 %"
2026-02-21 00:00:00,19829.520000000004,5669.450000000002,5669.450000000002,15377.37,12441.449999999999,16893.59,33.59,"73,65 %","77,55 %"
2026-02-22 00:00:00,19829.520000000004,5596.81,5596.81,15374.450000000003,12438.55,16893.59,37.86,"73,63 %","77,53 %"
2026-02-23 00:00:00,19829.520000000004,5524.29,5524.29,15368.580000000002,12432.65,16893.59,44.32,"73,59 %","77,50 %"
2026-02-24 00:00:00,19829.520000000004,5451.749999999998,5451.749999999998,15394.399999999998,12458.47,16893.59,55.12,"73,75 %","77,63 %"
2026-02-25 00:00:00,19829.520000000004,5379.220000000001,5379.220000000001,15402.260000000002,12466.3,16893.59,58.62,"73,79 %","77,67 %"
2026-02-26 00:00:00,19829.520000000004,5306.59,5306.59,15387.21,12451.25,16893.59,63.64,"73,70 %","77,60 %"
2026-02-27 00:00:00,19829.520000000004,5234.07,5234.07,15331.28,12395.3,16893.59,47.800000000000004,"73,37 %","77,32 %"
2026-02-28 00:00:00,19829.520000000004,5161.4800000000005,5161.4800000000005,15269.13,12333.17,16893.59,39.730000000000004,"73,01 %","77,00 %"
2026-03-01 00:00:00,19829.520000000004,5101.280000000001,5101.280000000001,15216.41,12280.440000000002,16893.59,50.67,"72,69 %","76,74 %"
2026-03-02 00:00:00,19829.520000000004,5041.110000000001,5041.110000000001,15142.52,12206.559999999998,16893.59,33.74,"72,26 %","76,36 %"
2026-03-03 00:00:00,19829.520000000004,4980.879999999999,4980.879999999999,15066.220000000001,12130.239999999996,16893.59,32.120000000000005,"71,80 %","75,98 %"
2026-03-04 00:00:00,19829.520000000004,4920.72,4920.72,14999.310000000001,12063.38,16893.59,28.92,"71,41 %","75,64 %"
2026-03-05 00:00:00,19829.520000000004,4860.459999999999,4860.459999999999,14927.570000000002,11991.629999999997,16893.590000000004,29.14,"70,98 %","75,28 %"
2026-03-06 00:00:00,19829.520000000004,4800.31,4800.31,14852.380000000001,11916.42,16893.590000000004,32.18,"70,54 %","74,90 %"
2026-03-07 00:00:00,19829.520000000004,4740.07,4740.07,14792.550000000001,11856.600000000002,16893.59,18.78,"70,18 %","74,60 %"
2026-03-08 00:00:00,19829.520000000004,4679.91,4679.91,14787.06,11851.09,16893.590000000004,24.849999999999998,"70,15 %","74,57 %"
2026-03-09 00:00:00,19829.520000000004,4619.6900000000005,4619.6900000000005,14724.649999999998,11788.710000000001,16893.590000000004,33.63,"69,78 %","74,26 %"
2026-03-10 00:00:00,19829.520000000004,4559.509999999999,4559.509999999999,14662.83,11726.869999999997,16893.590000000004,26.24,"69,42 %","73,94 %"
2026-03-11 00:00:00,19848.150000000005,4499.300000000001,4499.300000000001,14622.17,11682.55,16908.54,24.919999999999998,"69,09 %","73,67 %"
2026-03-12 00:00:00,19848.15,4439.129999999999,4439.129999999999,14552.529999999999,11612.91,16908.54,26.11,"68,68 %","73,32 %"
2026-03-13 00:00:00,19848.15,4378.89,4378.89,14484.959999999997,11545.34,16908.54,25.32,"68,28 %","72,98 %"
2026-03-14 00:00:00,19848.15,4318.72,4318.72,14419.940000000006,11480.349999999997,16908.54,22.9,"67,90 %","72,65 %"
2026-03-15 00:00:00,19848.15,4258.500000000001,4258.500000000001,14368.33,11428.730000000001,16908.54,22.09,"67,59 %","72,39 %"
2026-03-16 00:00:00,19848.15,4198.34,4198.34,14291.180000000002,11351.579999999998,16908.54,21.52,"67,14 %","72,00 %"
2026-03-17 00:00:00,19848.15,4138.11,4138.11,14215.920000000002,11276.310000000001,16908.54,21.64,"66,69 %","71,62 %"
2026-03-18 00:00:00,19848.15,4077.9300000000003,4077.9300000000003,14204.13,11264.510000000004,16908.54,22.54,"66,62 %","71,56 %"
2026-03-19 00:00:00,19848.15,4017.7000000000007,4017.7000000000007,14160.039999999997,11220.46,16908.54,26.76,"66,36 %","71,34 %"
2026-03-20 00:00:00,19848.15,3957.5199999999995,3957.5199999999995,14087.68,11148.050000000001,16908.54,23.19,"65,93 %","70,98 %"
2026-03-21 00:00:00,19848.15,3897.33,3897.33,14035.720000000003,11096.119999999997,16908.54,20.15,"65,62 %","70,72 %"
2026-03-22 00:00:00,19848.15,3837.1400000000003,3837.1400000000003,14021.720000000001,11082.130000000003,16908.54,19.45,"65,54 %","70,64 %"
